Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;UPZ;Valor
Apartamento;Apartamento en venta en Cedritos;2;2;64;Cedritos;Usaquén;277000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;52;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;168000000
Apartamento;Apartamento en venta en Engativa;3;2;71;Engativa;Engativá;300000000
Apartamento;Apartamento en venta en Bosa;3;2;55;Bosa;Bosa Central;145000000
Casa;Casa en venta en Engativa;10;6;480;Engativa;Engativá;850000000
Apartamento;Apartamento en venta en Engativa;3;2;50;Engativa;Engativá;155000000
Apartamento;Apartamento en venta en Santa Barbara;2;3;88;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;587000000
Casa;Casa en venta en Engativa;3;2;100;Engativa;Engativá;450000000
Apartamento;Apartamento en venta en Engativa;3;2;80;Engativa;Engativá;290000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;80;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;385000000
Apartamento;Apartamento en venta en Fontibón;2;1;47;Fontibón;Fontibón;137000000
Casa;Casa en venta en Teusaquillo;6;6;319;Teusaquillo;Teusaquillo;1100000000
Apartamento;Apartamento en venta en Bosa;2;1;43;Bosa;Bosa Central;119000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;90;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;450000000
Casa;Casa en venta en Mazuren;7;8;480;Mazuren;El Prado;870000000
Apartamento;Apartamento en venta en Bosa;3;1;54;Bosa;Bosa Central;158000000
Apartamento;Apartamento en venta en Bosa;3;1;54;Bosa;Bosa Central;152000000
Apartamento;Apartamento en venta en Kennedy;3;1;51;Kennedy;Kennedy Central;177000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;104;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;525000000
Apartamento;Apartamento en venta en Nicolas De Federman;2;3;88;Nicolas De Federman;Teusaquillo;570000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;60;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;167500000
Casa;Casa en venta en Capellania;6;4;240;Capellania;Modelia;880000000
Apartamento;Apartamento en venta en Usaquén;3;4;170;Usaquén;Usaquén;950000000
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;Bosa Central;116000000
Casa;Casa en venta en Zona Noroccidental;4;4;250;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1200000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;63;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;298000000
Casa;Casa en venta en Zona Noroccidental;4;5;260;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1290000000
Apartamento;Apartamento en venta en Salitre ;4;4;110;Salitre ;ENGATIVÁ: Santa Cecilia + Jardín  Botánico;800000000
Apartamento;Apartamento en venta en Bosa;3;1;46;Bosa;Bosa Central;127000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;130000000
Casa;Casa en venta en Barrios Unidos;7;4;440;Barrios Unidos;Los Andes;2180000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;87;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;380000000
Casa;Casa en venta en Teusaquillo;6;6;319;Teusaquillo;Teusaquillo;1100000000
Apartamento;Apartamento en venta en Kennedy;3;1;48;Kennedy;Kennedy Central;153000000
Apartamento;Apartamento en venta en Engativa;3;2;50;Engativa;Engativá;160500000
Apartamento;Apartamento en venta en Bosa;3;1;49;Bosa;Bosa Central;112000000
Apartamento;Apartamento en venta en Santa Teresa;3;3;99;Santa Teresa;San Cristóbal Norte;524000000
Casa;Casa en venta en El Plan;3;3;171;El Plan;El Rincón;750000000
Casa;Casa en venta en Barrios Unidos;3;5;342;Barrios Unidos;Los Andes;2550000000
Apartamento;Apartamento en venta en Barrios Unidos;1;1;54;Barrios Unidos;Los Andes;385000000
Apartamento;Apartamento en venta en Usaquén;3;2;88;Usaquén;Usaquén;408000000
Casa;Casa en venta en Mazuren;7;8;480;Mazuren;El Prado;870000000
Apartamento;Apartamento en venta en Bosa;3;1;54;Bosa;Bosa Central;158000000
Apartamento;Apartamento en venta en Usaquén;3;3;136;Usaquén;Usaquén;850000000
Apartamento;Apartamento en venta en Bosa;2;1;43;Bosa;Bosa Central;119000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;90;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;450000000
Apartamento;Apartamento en venta en Barrios Unidos;2;1;37;Barrios Unidos;Los Andes;170000000
Apartamento;Apartamento en venta en Teusaquillo;3;2;100;Teusaquillo;Teusaquillo;570000000
Apartamento;Apartamento en venta en Chico Reservado;2;3;130;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;920000000
Apartamento;Apartamento en venta en Barrios Unidos;2;3;99;Barrios Unidos;Los Andes;620000000
Apartamento;Apartamento en venta en Bosa;2;1;47;Bosa;Bosa Central;119000000
Apartamento;Apartamento en venta en Usaquén;3;4;307;Usaquén;Usaquén;2700000000
Casa;Casa en venta en Tunjuelito;3;5;171;Tunjuelito;Tunjuelito;550000000
Casa;Casa en venta en San Luis;10;5;270;San Luis;Galerías;980000000
Apartamento;Apartamento en venta en El Plan;3;2;77;El Plan;El Rincón;440000000
Apartamento;Apartamento en venta en Puente Aranda;3;1;47;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;130000000
Apartamento;Apartamento en venta en Usaquén;1;2;60;Usaquén;Usaquén;460000000
Apartamento;Apartamento en venta en Usaquén;1;2;51;Usaquén;Usaquén;380000000
Casa;Casa en venta en Kennedy;4;2;67;Kennedy;Kennedy Central;180000000
Apartamento;Apartamento en venta en Usaquén;3;2;91;Usaquén;Usaquén;560000000
Casa;Casa en venta en La Calleja;3;3;154;La Calleja;USAQUÉN: Country Club + Santa Bárbara;895000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;74;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;380000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;192;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1200000000
Casa;Casa en venta en Kennedy;6;3;214;Kennedy;Kennedy Central;299900000
Apartamento;Apartamento en venta en Teusaquillo;2;1;106;Teusaquillo;Teusaquillo;330000000
Apartamento;Apartamento en venta en Teusaquillo;3;2;140;Teusaquillo;Teusaquillo;530000000
Apartamento;Apartamento en venta en Usaquén;3;3;78;Usaquén;Usaquén;340000000
Apartamento;Apartamento en venta en Gran Granada;3;2;68;Gran Granada;Garcés Navas;300000000
Apartamento;Apartamento en venta en Cedritos;3;1;61;Cedritos;Usaquén;195000000
Apartamento;Apartamento en venta en Usaquén;3;3;204;Usaquén;Usaquén;800000000
Casa;Casa en venta en Fontibón;4;4;167;Fontibón;Fontibón;660000000
Casa;Casa en venta en Modelia;3;2;181;Modelia;Fontibón;990000000
Casa;Casa en venta en Kennedy;6;3;230;Kennedy;Kennedy Central;1100000000
Apartamento;Apartamento en venta en Chico Reservado;4;6;375;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;6500000000
Apartamento;Apartamento en venta en Las Nieves;2;2;104;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazón;800000000
Apartamento;Apartamento en venta en Los Mártires;2;1;80;Los Mártires;La Sabana;258000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;130000000
Casa;Casa en venta en Libertador;4;2;300;Libertador;Bosa Occidental;540000000
Casa;Casa en venta en Ciudadela Colsubsidio;3;3;207;Ciudadela Colsubsidio;Bolivia;480000000
Casa;Casa en venta en Antonio Nariño;10;6;344;Antonio Nariño;Restrepo;500000000
Apartamento;Apartamento en venta en Suba;3;2;111;Suba;Suba;500000000
Apartamento;Apartamento en venta en Chico Reservado;3;5;272;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;4729592000
Apartamento;Apartamento en venta en Chico Reservado;4;6;326;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;5500000000
Apartamento;Apartamento en venta en Usaquén;3;2;78;Usaquén;Usaquén;470000000
Apartamento;Apartamento en venta en Ciudad Salitre;4;3;140;Ciudad Salitre;Ciudad Salitre Oriental;1400000000
Apartamento;Apartamento en venta en Chico Reservado;1;1;58;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;620000000
Apartamento;Apartamento en venta en Chico Reservado;2;2;74;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;580000000
Casa;Casa en venta en Suba;3;3;78;Suba;Suba;400000000
Apartamento;Apartamento en venta en Chapinero;3;4;342;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;4000000000
Casa;Casa en venta en Kennedy;5;4;360;Kennedy;Kennedy Central;1050000000
Casa;Casa en venta en Boyaca ;3;3;290;Boyaca ;Boyacá Real;650000000
Casa;Casa en venta en Usaquén;4;3;250;Usaquén;Usaquén;920000000
Casa;Casa en venta en Usaquén;4;3;250;Usaquén;Usaquén;920000000
Apartamento;Apartamento en venta en Usaquén;3;2;74;Usaquén;Usaquén;295000000
Casa;Casa en venta en Suba;4;2;108;Suba;Suba;269500000
Apartamento;Apartamento en venta en Usaquén;3;2;66;Usaquén;Usaquén;350000000
Casa;Casa en venta en Usaquén;5;4;316;Usaquén;Usaquén;950000000
Apartamento;Apartamento en venta en Suba;3;3;90;Suba;Suba;420000000
Apartamento;Apartamento en venta en Usaquén;2;3;90;Usaquén;Usaquén;491000000
Casa;Casa en venta en Boyaca ;3;3;290;Boyaca ;Boyacá Real;650000000
Apartamento;Apartamento en venta en La Calleja;2;2;79;La Calleja;USAQUÉN: Country Club + Santa Bárbara;495000000
Apartamento;Apartamento en venta en Santa Paula;1;2;60;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;420000000
Apartamento;Apartamento en venta en Kennedy;3;2;58;Kennedy;Kennedy Central;234000000
Casa;Casa en venta en Bosa;4;2;72;Bosa;Bosa Central;189000000
Casa;Casa en venta en Usaquén;5;4;316;Usaquén;Usaquén;950000000
Apartamento;Apartamento en venta en Suba;3;2;120;Suba;Suba;686000000
Apartamento;Apartamento en venta en Chapinero;1;2;86;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;1100000000
Apartamento;Apartamento en venta en Santa Barbara;4;4;257;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1750000000
Apartamento;Apartamento en venta en Santa Barbara;1;1;54;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;434000000
Apartamento;Apartamento en venta en Suba;3;2;83;Suba;Suba;331000008
Casa;Casa en venta en Cedritos;3;4;135;Cedritos;Usaquén;700000000
Apartamento;Apartamento en venta en Usaquén;2;2;51;Usaquén;Usaquén;336000000
Casa;Casa en venta en Puente Aranda;4;3;300;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;700000000
Casa;Casa en venta en Puente Aranda;9;5;480;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;950000000
Apartamento;Apartamento en venta en Usaquén;2;2;50;Usaquén;Usaquén;265200000
Apartamento;Apartamento en venta en Castilla;3;1;46;Castilla;KENNEDY: Castilla + Bavaria;190000000
Apartamento;Apartamento en venta en Castilla;4;2;96;Castilla;KENNEDY: Castilla + Bavaria;425000000
Apartamento;Apartamento en venta en Cedritos;2;2;69;Cedritos;Usaquén;390000000
Apartamento;Apartamento en venta en El Batán;3;2;69;El Batán;La Alhambra;338000000
Casa;Casa en venta en Fontibón;3;1;48;Fontibón;Fontibón;165000000
Casa;Casa en venta en Suba;4;2;108;Suba;Suba;269500000
Apartamento;Apartamento en venta en Kennedy;2;2;53;Kennedy;Kennedy Central;150500000
Casa;Casa en venta en Bosa;11;4;280;Bosa;Bosa Central;450000000
Casa;Casa en venta en Puente Aranda;6;4;288;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;850000000
Apartamento;Apartamento en venta en Fontibón;3;2;65;Fontibón;Fontibón;370000000
Casa;Casa en venta en Cedritos;5;3;230;Cedritos;Usaquén;635000000
Casa;Casa en venta en Fontibón;5;4;165;Fontibón;Fontibón;790000000
Apartamento;Apartamento en venta en Cedritos;2;2;72;Cedritos;Usaquén;340000000
Apartamento;Apartamento en venta en Santa Barbara;1;1;52;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;320000000
Apartamento;Apartamento en venta en Usaquén;3;2;56;Usaquén;Usaquén;215000000
Apartamento;Apartamento en venta en Cedritos;1;1;51;Cedritos;Usaquén;423000000
Apartamento;Apartamento en venta en La Calleja;3;3;176;La Calleja;USAQUÉN: Country Club + Santa Bárbara;1200000000
Apartamento;Apartamento en venta en Usaquén;1;1;54;Usaquén;Usaquén;430000000
Casa;Casa en venta en Suba;4;3;250;Suba;Suba;380000008
Apartamento;Apartamento en venta en Cedritos;3;5;165;Cedritos;Usaquén;700000000
Apartamento;Apartamento en venta en Fontibón;3;2;46;Fontibón;Fontibón;370000000
Apartamento;Apartamento en venta en Santa Barbara;3;3;97;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;718000000
Apartamento;Apartamento en venta en Engativa;3;2;84;Engativa;Engativá;339800000
Casa;Casa en venta en Bosa;7;4;240;Bosa;Bosa Central;450000000
Casa;Casa en venta en Cedritos;5;3;230;Cedritos;Usaquén;635000000
Apartamento;Apartamento en venta en Usaquén;3;2;56;Usaquén;Usaquén;215000000
Apartamento;Apartamento en venta en Santa Barbara;3;5;171;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;820000000
Apartamento;Apartamento en venta en Engativa;3;2;84;Engativa;Engativá;339800000
Apartamento;Apartamento en venta en La Calleja;3;3;176;La Calleja;USAQUÉN: Country Club + Santa Bárbara;1200000000
Casa;Casa en venta en Bosa;7;4;240;Bosa;Bosa Central;450000000
Casa;Casa en venta en Suba;7;4;200;Suba;Suba;430000008
Apartamento;Apartamento en venta en Santa Barbara;3;3;192;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1200000000
Casa;Casa en venta en Kennedy;6;3;214;Kennedy;Kennedy Central;299900000
Apartamento;Apartamento en venta en Teusaquillo;2;1;106;Teusaquillo;Teusaquillo;330000000
Apartamento;Apartamento en venta en Usaquén;3;3;78;Usaquén;Usaquén;340000000
Apartamento;Apartamento en venta en Teusaquillo;3;2;140;Teusaquillo;Teusaquillo;530000000
Apartamento;Apartamento en venta en Gran Granada;3;2;68;Gran Granada;Garcés Navas;300000000
Apartamento;Apartamento en venta en Cedritos;3;1;61;Cedritos;Usaquén;195000000
Apartamento;Apartamento en venta en Usaquén;3;3;204;Usaquén;Usaquén;800000000
Casa;Casa en venta en Modelia;3;2;181;Modelia;Fontibón;990000000
Casa;Casa en venta en Fontibón;4;4;167;Fontibón;Fontibón;660000000
Apartamento;Apartamento en venta en Chico Reservado;4;6;375;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;6500000000
Apartamento;Apartamento en venta en Las Nieves;2;2;104;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazón;800000000
Apartamento;Apartamento en venta en Los Mártires;2;1;80;Los Mártires;La Sabana;258000000
Casa;Casa en venta en Kennedy;6;3;230;Kennedy;Kennedy Central;1100000000
Apartamento;Apartamento en venta en Ciudad Salitre;4;3;140;Ciudad Salitre;Ciudad Salitre Oriental;1400000000
Apartamento;Apartamento en venta en Suba;3;2;111;Suba;Suba;500000000
Casa;Casa en venta en Ciudadela Colsubsidio;3;3;207;Ciudadela Colsubsidio;Bolivia;480000000
Casa;Casa en venta en Libertador;4;2;300;Libertador;Bosa Occidental;540000000
Apartamento;Apartamento en venta en Usaquén;3;2;78;Usaquén;Usaquén;470000000
Apartamento;Apartamento en venta en Chico Reservado;3;5;272;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;4729592000
Apartamento;Apartamento en venta en Chico Reservado;4;6;326;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;5500000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;130000000
Casa;Casa en venta en Antonio Nariño;10;6;344;Antonio Nariño;Restrepo;500000000
Apartamento;Apartamento en venta en Santa Barbara;2;2;82;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;422000000
Apartamento;Apartamento en venta en Suba;3;2;51;Suba;Suba;167000000
Apartamento;Apartamento en venta en Chapinero;1;2;86;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;1100000000
Apartamento;Apartamento en venta en Cedritos;2;2;71;Cedritos;Usaquén;298000000
Casa;Casa en venta en Boyaca ;3;3;290;Boyaca ;Boyacá Real;650000000
Apartamento;Apartamento en venta en Suba;3;2;120;Suba;Suba;686000000
Apartamento;Apartamento en venta en Santa Barbara;4;4;257;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;1750000000
Apartamento;Apartamento en venta en Santa Barbara;1;1;54;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;434000000
Apartamento;Apartamento en venta en Usaquén;3;2;66;Usaquén;Usaquén;350000000
Apartamento;Apartamento en venta en Suba;3;3;90;Suba;Suba;420000000
Apartamento;Apartamento en venta en Chico Reservado;1;1;58;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;620000000
Apartamento;Apartamento en venta en La Calleja;2;2;79;La Calleja;USAQUÉN: Country Club + Santa Bárbara;495000000
Apartamento;Apartamento en venta en Cedritos;3;2;78;Cedritos;Usaquén;405000000
Apartamento;Apartamento en venta en Suba;3;3;192;Suba;Suba;1300000000
Casa;Casa en venta en Boyaca ;3;3;290;Boyaca ;Boyacá Real;650000000
Apartamento;Apartamento en venta en Fontibón;2;1;52;Fontibón;Fontibón;150000000
Apartamento;Apartamento en venta en Cedritos;3;2;80;Cedritos;Usaquén;330000000
Casa;Casa en venta en Suba;3;3;78;Suba;Suba;400000000
Apartamento;Apartamento en venta en Suba;3;2;52;Suba;Suba;250000000
Apartamento;Apartamento en venta en Usaquén;3;3;170;Usaquén;Usaquén;920000000
Apartamento;Apartamento en venta en Los Rosales;2;3;81;Los Rosales;CHAPINERO: Chicó Lago + El Refugio;650000000
Casa;Casa en venta en Usaquén;4;3;230;Usaquén;Usaquén;1630000000
Apartamento;Apartamento en venta en San Patricio;1;2;54;San Patricio;USAQUÉN: Country Club + Santa Bárbara;546000000
Apartamento;Apartamento en venta en Chapinero;2;2;85;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;548000000
Apartamento;Apartamento en venta en Nueva Autopista;2;2;75;Nueva Autopista;Los Cedros;495000000
Apartamento;Apartamento en venta en Chapinero;3;4;342;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;4000000000
Casa;Casa en venta en Suba;4;2;108;Suba;Suba;269500000
Apartamento;Apartamento en venta en Kennedy;3;2;58;Kennedy;Kennedy Central;234000000
Casa;Casa en venta en Bosa;4;2;72;Bosa;Bosa Central;189000000
Apartamento;Apartamento en venta en Santa Paula;1;2;60;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;420000000
Apartamento;Apartamento en venta en Chapinero;1;2;72;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;495000000
Casa;Casa en venta en Usaquén;4;3;250;Usaquén;Usaquén;920000000
Apartamento;Apartamento en venta en Fontibón;2;1;52;Fontibón;Fontibón;150000000
Apartamento;Apartamento en venta en Cedritos;3;2;80;Cedritos;Usaquén;330000000
Apartamento;Apartamento en venta en Nueva Autopista;2;2;75;Nueva Autopista;Los Cedros;495000000
Casa;Casa en venta en Boyaca ;3;3;290;Boyaca ;Boyacá Real;650000000
Casa;Casa en venta en Usaquén;5;4;316;Usaquén;Usaquén;950000000
Casa;Casa en venta en Kennedy;5;4;360;Kennedy;Kennedy Central;1050000000
Casa;Casa en venta en Bosa;4;2;72;Bosa;Bosa Central;189000000
Apartamento;Apartamento en venta en Usaquén;3;2;74;Usaquén;Usaquén;295000000
Casa;Casa en venta en Suba;4;2;108;Suba;Suba;269500000
Casa;Casa en venta en Usaquén;4;3;250;Usaquén;Usaquén;920000000
Apartamento;Apartamento en venta en Santa Paula;1;2;60;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;420000000
Apartamento;Apartamento en venta en Chapinero;3;3;122;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;950000000
Apartamento;Apartamento en venta en Suba;3;3;97;Suba;Suba;500000000
Casa;Casa en venta en Puente Aranda;5;3;250;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;580000000
Casa;Casa en venta en Suba;3;4;425;Suba;Suba;2400000000
Casa;Casa en venta en Bosa;4;2;72;Bosa;Bosa Central;189000000
Casa;Casa en venta en Usaquén;4;3;191;Usaquén;Usaquén;818000000
Casa;Casa en venta en Modelia;3;3;220;Modelia;Fontibón;950000000
Casa;Casa en venta en Roma;8;3;260;Roma;Timiza;350000000
Casa;Casa en venta en Fontibón;3;1;48;Fontibón;Fontibón;165000000
Apartamento;Apartamento en venta en Usaquén;3;2;110;Usaquén;Usaquén;530000000
Casa;Casa en venta en Barrios Unidos;6;3;303;Barrios Unidos;Los Andes;550000000
Apartamento;Apartamento en venta en Chico Norte;2;2;120;Chico Norte;CHAPINERO: Chicó Lago + El Refugio;880000000
Apartamento;Apartamento en venta en Suba;2;1;45;Suba;Suba;182000000
Apartamento;Apartamento en venta en Suba;3;3;131;Suba;Suba;700000000
Casa;Casa en venta en Bellavista Occidental;9;5;456;Bellavista Occidental;Las Ferias;980000000
Apartamento;Apartamento en venta en Chapinero;1;2;70;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;650000000
Apartamento;Apartamento en venta en Suba;3;2;89;Suba;Suba;398000000
Casa;Casa en venta en Pinar De Suba;3;3;80;Pinar De Suba;Suba;385000000
Apartamento;Apartamento en venta en Cedritos;2;2;67;Cedritos;Usaquén;340000000
Apartamento;Apartamento en venta en Cedritos;3;2;110;Cedritos;Usaquén;580000000
Apartamento;Apartamento en venta en La Estanzuela;3;1;46;La Estanzuela;El Rincón;140000000
Apartamento;Apartamento en venta en Cedritos;3;2;71;Cedritos;Usaquén;380000000
Casa;Casa en venta en Suba;10;5;240;Suba;Suba;470000000
Apartamento;Apartamento en venta en Las Nieves;1;2;49;Las Nieves;SANTA FE: Las Nieves + Sagrado Corazón;545000000
Apartamento;Apartamento en venta en Hayuelos;3;2;72;Hayuelos;Modelia;337000000
Apartamento;Apartamento en venta en La Calleja;2;2;78;La Calleja;USAQUÉN: Country Club + Santa Bárbara;580000000
Casa;Casa en venta en Fontibón;4;3;139;Fontibón;Fontibón;500000000
Apartamento;Apartamento en venta en Suba;3;3;107;Suba;Suba;498000000
Apartamento;Apartamento en venta en Suba;3;2;119;Suba;Suba;820000000
Apartamento;Apartamento en venta en Bosa;2;1;45;Bosa;Bosa Central;116000000
Apartamento;Apartamento en venta en San Cristobal;3;1;42;San Cristobal;Sosiego;131000000
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;48;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;175000000
Apartamento;Apartamento en venta en Teusaquillo;3;2;94;Teusaquillo;Teusaquillo;460000000
Casa;Casa en venta en La Sabana;3;3;126;La Sabana;La Sabana;170000000
Apartamento;Apartamento en venta en Los Mártires;3;2;85;Los Mártires;La Sabana;470000000
Casa;Casa en venta en Suba;8;6;326;Suba;Suba;1300000000
Casa;Casa en venta en Patio Bonito;6;3;72;Patio Bonito;Patio Bonito;235000000
Apartamento;Apartamento en venta en Suba;2;1;44;Suba;Suba;289000000
Apartamento;Apartamento en venta en Turingia;2;2;65;Turingia;Suba;425000000
Apartamento;Apartamento en venta en Cedritos;5;3;210;Cedritos;Usaquén;535000000
Apartamento;Apartamento en venta en Pasadena ;3;2;105;Pasadena ;;598000000
Casa;Casa en venta en La Calleja;4;5;198;La Calleja;USAQUÉN: Country Club + Santa Bárbara;1450000000
Casa;Casa en venta en Niza;3;3;140;Niza;Niza;534000000
Apartamento;Apartamento en venta en Santa Barbara;3;5;190;Santa Barbara;USAQUÉN: Country Club + Santa Bárbara;860000000
Apartamento;Apartamento en venta en Usaquén;3;2;98;Usaquén;Usaquén;500000000
Casa;Casa en venta en Kennedy;7;3;392;Kennedy;Kennedy Central;800000000
Apartamento;Apartamento en venta en Hayuelos;3;2;58;Hayuelos;Modelia;330000000
Casa;Casa en venta en Kennedy;7;3;392;Kennedy;Kennedy Central;800000000
Apartamento;Apartamento en venta en Hayuelos;3;2;58;Hayuelos;Modelia;330000000
Apartamento;Apartamento en venta en Fontibón;3;2;83;Fontibón;Fontibón;535000000
Apartamento;Apartamento en venta en Usaquén;3;3;90;Usaquén;Usaquén;575000000
Apartamento;Apartamento en venta en Bosa;2;1;44;Bosa;Bosa Central;120000000
Casa;Casa en venta en Kennedy;7;4;164;Kennedy;Kennedy Central;380000000
Casa;Casa en venta en Kennedy;2;1;56;Kennedy;Kennedy Central;160000000
Apartamento;Apartamento en venta en Tintala;3;1;47;Tintala;Tintala;146500000
Apartamento;Apartamento en venta en Villa Alsacia;2;2;55;Villa Alsacia;KENNEDY: Castilla + Bavaria;230000000
Apartamento;Apartamento en venta en Bosa;2;1;44;Bosa;Bosa Central;115000000
Apartamento;Apartamento en venta en Chico Reservado;2;3;112;Chico Reservado;CHAPINERO: Chicó Lago + El Refugio;780000000
Apartamento;Apartamento en venta en La Calleja;1;2;70;La Calleja;USAQUÉN: Country Club + Santa Bárbara;474000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;125500000
Apartamento;Apartamento en venta en Santa Paula;2;3;85;Santa Paula;USAQUÉN: Country Club + Santa Bárbara;519000000
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;216;Zona Noroccidental;CHAPINERO: Pardo Rubio + Chapinero;1200000000
Casa;Casa en venta en Puente Aranda;11;6;320;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;720000000
Apartamento;Apartamento en venta en Suba;3;2;60;Suba;Suba;330000000
Apartamento;Apartamento en venta en Usaquén;2;2;76;Usaquén;Usaquén;328000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;110533500
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;132000000
Apartamento;Apartamento en venta en Chapinero;3;5;249;Chapinero;CHAPINERO: Pardo Rubio + Chapinero;3960000000
Apartamento;Apartamento en venta en Los Mártires;2;1;40;Los Mártires;La Sabana;199000000
Casa;Casa en venta en Bosa;2;1;40;Bosa;Bosa Central;125000000
Apartamento;Apartamento en venta en Cedritos;3;2;73;Cedritos;Usaquén;375000000
Apartamento;Apartamento en venta en Fontibón;3;2;52;Fontibón;Fontibón;215000000
Apartamento;Apartamento en venta en Cedritos;3;2;81;Cedritos;Usaquén;397000000
Apartamento;Apartamento en venta en Puente Aranda;3;2;59;Puente Aranda;PUENTE ARANDA: Zona Industrial + Puente Aranda;263000000
Apartamento;Apartamento en venta en Kennedy;3;1;45;Kennedy;Kennedy Central;146000000
Apartamento;Apartamento en venta en Usaquén;1;1;35;Usaquén;Usaquén;205000000
Casa;Casa en venta en Suba;2;1;50;Suba;Suba;139000000
Apartamento;Apartamento en venta en Usaquén;3;2;65;Usaquén;Usaquén;265000000
Apartamento;Apartamento en venta en Teusaquillo;1;1;34;Teusaquillo;Teusaquillo;218000000
Apartamento;Apartamento en venta en Cedritos;1;2;52;Cedritos;Usaquén;428000000
Apartamento;Apartamento en venta en Puente Largo;3;3;103;Puente Largo;La Alhambra;500000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;132000000
Apartamento;Apartamento en venta en Bosa;3;1;47;Bosa;Bosa Central;110533500
Apartamento;Apartamento en venta en Los Mártires;2;1;40;Los Mártires;La Sabana;199000000
